DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2006-05,105.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2006-06,104.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2006-07,104.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2006-08,105.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2006-09,108.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2006-10,106.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2006-11,108.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2006-12,77.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-01,63.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-02,65.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-03,89.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-04,92.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-05,99.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-06,102.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-07,106.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-08,103.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-09,101.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-10,110.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-11,102.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2007-12,70.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-01,68.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-02,74.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-03,79.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-04,103.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-05,95.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-06,105.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-07,108.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-08,95.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-09,109.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-10,107.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-11,97.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2008-12,72.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-01,49.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-02,57.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-03,89.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-04,101.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-05,97.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-06,105.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-07,111.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-08,99.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-09,113.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-10,110.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-11,103.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2009-12,73.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-01,47.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-02,58.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-03,91.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-04,93.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-05,93.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-06,106.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-07,102.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-08,99.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-09,108.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-10,107.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-11,110.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2010-12,97.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-01,61.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-02,73.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-03,96.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-04,93.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-05,109.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-06,99.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-07,103.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-08,105.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-09,110.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-10,108.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-11,119.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2011-12,113.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-01,66.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-02,67.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-03,101.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-04,94.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-05,101.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-06,105.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-07,109.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-08,106.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-09,104.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-10,116.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-11,114.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2012-12,98.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-01,64.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-02,69.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-03,81.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-04,102.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-05,97.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-06,104.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-07,114.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-08,104.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-09,108.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-10,116.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-11,113.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2013-12,107.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-01,71.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-02,81.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-03,94.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-04,101.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-05,101.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-06,102.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-07,114.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-08,99.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-09,112.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-10,116.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-11,110.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2014-12,108.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-01,63.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-02,73.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-03,97.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-04,98.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-05,93.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-06,107.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-07,112.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-08,99.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-09,110.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-10,114.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-11,113.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2015-12,116.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-01,63.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-02,84.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-03,99.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-04,107.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-05,102.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-06,117.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-07,110.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-08,112.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-09,116.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-10,110.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-11,121.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2016-12,123.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-01,65.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-02,83.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-03,111.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-04,101.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-05,115.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-06,114.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-07,113.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-08,116.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-09,116.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-10,114.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-11,125.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2017-12,121.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-01,78.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-02,82.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-03,101.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-04,107.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-05,109.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-06,116.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-07,117.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-08,114.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-09,112.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-10,122.5,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-11,124.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2018-12,117.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-01,77.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-02,93.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-03,108.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-04,113.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-05,117.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-06,107.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-07,126.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-08,113.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-09,119.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-10,124.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-11,123.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2019-12,120.8,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-01,86.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-02,95.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-03,118.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-04,113.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-05,109.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-06,121.2,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-07,124.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-08,109.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-09,124.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-10,128.0,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-11,131.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2020-12,139.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-01,71.7,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-02,89.4,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-03,125.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-04,116.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-05,114.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-06,125.3,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-07,122.9,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-08,113.6,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-09,126.1,
ESTAT:STS_COPR_M(1.0),03/01/22 11:00:00,M,PROD,F,NSA,I15,DE,2021-10,124.8,
